architecture,mean_average_accuracy_test,mean_needed_time,mean_memory_used
one,73.74557023195877,336.4288887679577,0.5293865203857422
two,80.35196520618557,420.50775027275085,0.6930828094482422
four,81.2354019007732,540.3419519737363,0.5274486541748047
six,87.03915310889175,804.6127225421369,0.6730861663818359
six,88.85913337628867,2330.2311356663704,0.5700359344482422
eight,86.24796129993557,749.6749382633716,0.3187519609928131
